nom_lieu_csv,correspondance,id_correspondance,type_correspondance,raison,id_zone_indicative_realisee,id_zone_cynegetique_realisee,id_commune,id_lieu_tir,nom_lieu_tir,lattitude,longitude
Le castanet,Le Castanet,771.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,25.0,7.0,277396,326.0,Le Castanet,,
L'hermet du barrabon,,,AUCUNE,Aucun nom similaire retrouvé,25.0,7.0,277396,,,,
Malhautier,Malhautier,765.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,25.0,7.0,277396,322.0,Maillautier,,
Majistavols,Le Magistavol,1521.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,25.0,7.0,277404,711.0,Le Magistavol,,
Montgros,Montgros,1024.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,25.0,7.0,277409,444.0,Montgros,,
La Cure,La Cure,773.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,25.0,7.0,277396,327.0,La Cure,,
temelac,Temelac,1391.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,25.0,7.0,277410,635.0,La Fumade,,
temelac,Temelac,1391.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,25.0,7.0,277410,635.0,La Fumade,,
castelviel,Castelviel,998.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,25.0,7.0,277407,428.0,Castelviel,,
le mazel,Le Mazel,1449.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,25.0,7.0,277410,669.0,Le Mazel,,
le mazel,Le Mazel,1449.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,25.0,7.0,277410,669.0,Le Mazel,,
ZT 2 Fontmort,Fontmort,839.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,33.0,7.0,277403,350.0,Fontmort,,
ZT Fontmort Roc Pointu,,,AUCUNE,Aucun nom similaire retrouvé,33.0,7.0,277404,,,,
zone 3,,,AUCUNE,Aucun nom similaire retrouvé,33.0,7.0,277404,,,6352263.727765958,759555.216879794
ZT 2,,,AUCUNE,Aucun nom similaire retrouvé,33.0,7.0,277403,,,6349608.066260594,759638.6116439783
segala,Le Segala,1617.0,EXACTE_MULTIPLE_ZI,Plusieurs noms exacts retrouvés dans la ZI,35.0,3.0,277431,735.0,Le Segala,,
tunnes,Les Tunes,1149.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,28.0,1.0,277406,510.0,Les Tunes,,
aire de cote,Aire de Côte,1186.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,28.0,1.0,277406,531.0,Forêt d'Aire de Côte,,
Les tunnes,Les Tunes,1149.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,28.0,1.0,277406,510.0,Les Tunes,,
Le tunnel,Le tunnel,1152.0,EXACTE_MULTIPLE_ZI,Plusieurs noms exacts retrouvés dans la ZI,28.0,1.0,277406,511.0,Tunnel du Marquairès,,
rousse,Les Rousses,1067.0,SIMILAIRE_COMMUNE,Nom similaire retrouvé dans la commune,5.0,7.0,277428,470.0,Rousses,,
campredon,Campredon,1063.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,5.0,1.0,277428,467.0,Campredon,,
Campredon,Campredon,1063.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,5.0,1.0,277428,467.0,Campredon,,
les oubrets,Les Oubrets,1213.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,5.0,1.0,277428,545.0,Les Oubrets,,
les oubrets,Les Oubrets,1213.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,5.0,1.0,277428,545.0,Les Oubrets,,
les oubrets,Les Oubrets,1213.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,5.0,1.0,277428,545.0,Les Oubrets,,
montrefus,Montrefu,1072.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,41.0,1.0,277428,472.0,Montrefu,,
montrefus,Montrefu,1072.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,41.0,1.0,277428,472.0,Montrefu,,
croix de fer,,,AUCUNE,Aucun nom similaire retrouvé,41.0,1.0,277428,,,,
Ferussac,Ferrussac,1083.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,4.0,1.0,277428,478.0,Ferrussac,,
Ferussac,Ferrussac,1083.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,4.0,1.0,277428,478.0,Ferrussac,,
Gralies,Graliès,1058.0,EXACTE_COMMUNE,Nom exact retrouvé dans la commune,4.0,1.0,277428,463.0,Rau de Graliès,,
Muraillasse,,,AUCUNE,Aucun nom similaire retrouvé,4.0,1.0,277429,,,,
Serre de combe calde,Serre de Combe-Calde,1117.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,4.0,1.0,277429,491.0,Serre de Combe-Calde,6345161.906547882,746143.3483457954
la coustête,,,AUCUNE,Aucun nom similaire retrouvé,4.0,1.0,277431,,,,
sext,Sext,1173.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,4.0,1.0,277406,523.0,Sext,,
sext,Sext,1173.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,4.0,1.0,277406,523.0,Sext,,
les cabanes,Les Cabanes,1171.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,4.0,1.0,277406,522.0,Les Cabanes,,
sext,Sext,1173.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,4.0,1.0,277406,523.0,Sext,,
l'hom,,,AUCUNE,Aucun nom similaire retrouvé,4.0,1.0,277406,,,,
Ferrussac,Ferrussac,1083.0,EXACTE_COMMUNE,Nom exact retrouvé dans la commune,26.0,1.0,277428,478.0,Ferrussac,,
Pré de la dame,Pré de la Dame,605.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,29.0,4.0,277383,259.0,Col du Pré de la Dame,,
COL DE MIREMONT,,,AUCUNE,Aucun nom similaire retrouvé,29.0,4.0,277383,,,,
toureves,Tourevès,688.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,29.0,4.0,277379,284.0,Tourevès,,
Croix de L'Hermite,,,AUCUNE,Aucun nom similaire retrouvé,29.0,4.0,277380,,,,
hort de dieux,L'Hort de Dieu,1363.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,6.0,2.0,277413,623.0,L'Hort de Dieu,6332830.786716467,743719.0888519025
pueylong,Pueylong,1324.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,6.0,2.0,277424,604.0,Pueylong,6332612.194022179,743921.6007741649
Camprieu la baraque,,,AUCUNE,Aucun nom similaire retrouvé,6.0,2.0,277413,,,,
malpertus,Malpertus,1242.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,6.0,2.0,277424,564.0,Malpertus,6331591.214289014,740958.86086719
suquet,Le Suquet,1255.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,6.0,2.0,277424,571.0,Le Suquet,6331582.742734165,735117.0083887877
Sogne,Les Sognes,45.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,6.0,2.0,277427,26.0,Bois de Camprieu,,
Le Camping,Le Camping,90.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,6.0,2.0,277424,42.0,Le Camping,,
Quiers,Le Quier,1290.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,6.0,2.0,277420,589.0,Rochers du Quier,6319593.669926747,750556.0409507622
Le quiers,Le Quier,1290.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,6.0,2.0,277420,589.0,Rochers du Quier,,
Le quiers,Le Quier,1290.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,6.0,2.0,277420,589.0,Rochers du Quier,,
travers du raynal,,,AUCUNE,Aucun nom similaire retrouvé,6.0,2.0,277425,,,,
travers du raynal,,,AUCUNE,Aucun nom similaire retrouvé,6.0,2.0,277425,,,,
P254,,,AUCUNE,Aucun nom similaire retrouvé,22.0,2.0,277413,,,6332051.932478284,740206.2681293845
Abbaye du bonheur,Abbaye du bonheur ZIC,1231.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,22.0,2.0,277413,557.0,Le Bonheur Riv,6334526.198647324,741730.7972001593
Vallée du bonheur,Vallée du Bonheur,1233.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,22.0,2.0,277413,557.0,Le Bonheur Riv,6334538.697274443,741604.2276323901
parelongue,Parelongue ZIC,1791.0,EXACTE_COMMUNE,Nom exact retrouvé dans la commune,9.0,2.0,277424,845.0,Indéterminé,6330912.239287986,741115.4501362732
Fabret,La Fabrié,1277.0,SIMILAIRE_ZC,Nom similaire retrouvé dans la ZC,9.0,2.0,277420,584.0,La Fabrié,6329614.6420020005,742815.9672343002
Mas Ramel,Le Mas Ramel,1436.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,9.0,2.0,277424,660.0,Le Mas Ramel,6328431.755530333,740521.7684377246
Parelongue,Parelongue ZIC,1791.0,EXACTE_COMMUNE,Nom exact retrouvé dans la commune,9.0,2.0,277424,845.0,Indéterminé,6329895.588976977,740600.5185533079
La boissiere,,,AUCUNE,Aucun nom similaire retrouvé,27.0,2.0,277427,,,6335247.14057136,736500.6532516541
vareille,Vareilles,1668.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,16.0,5.0,277397,764.0,Vareilles,,
plamounja,Plamonial,165.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,31.0,5.0,277392,85.0,Rnes de Plomonial,,
croix de fer,La Croix de Fer Nord,180.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,31.0,5.0,277392,90.0,La Croix de Fer Nord,,
baraque du bouchet,,,AUCUNE,Aucun nom similaire retrouvé,31.0,5.0,277401,,,,
point P,,,AUCUNE,Aucun nom similaire retrouvé,31.0,5.0,277392,,,,
Servies,Serviès,1718.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,31.0,5.0,277378,785.0,Serviès,,
Servies,Serviès,1718.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,31.0,5.0,277378,785.0,Serviès,6375214.796716691,752558.1420456313
Charbonnel,Charbonnel,1684.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,31.0,5.0,277378,773.0,La Grand Combe,,
Les sagnes,Les Sagnes,1461.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,31.0,5.0,277378,677.0,Croix du Peyrou,,
Serviés,Serviès,1718.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,31.0,5.0,277378,785.0,Serviès,,
Costeillades,Les Costeilades,621.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,31.0,5.0,277385,264.0,Les Costeilades,6368722.601854941,769593.5720175968
La lance,La Lance,618.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,31.0,5.0,277382,263.0,Rav de la Lance,6369409.683900811,768629.7345624281
Tas de bois,,,AUCUNE,Aucun nom similaire retrouvé,31.0,5.0,277382,,,6370341.961544907,768443.6234730035
Baraque en tôle,,,AUCUNE,Aucun nom similaire retrouvé,31.0,5.0,277382,,,6370736.5652402565,769375.4549800013
chalet de l'aigle,Chalet de l'Aigle,57.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,2.0,6.0,277382,30.0,Rocher de l'Aigle,6369969.626591289,767399.981358486
chalet de l aigle,Chalet de l'Aigle,57.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,2.0,6.0,277382,30.0,Rocher de l'Aigle,6380493.417315368,738958.1060254188
finiel,Finiels,451.0,SIMILAIRE_COMMUNE,Nom similaire retrouvé dans la commune,2.0,5.0,277400,183.0,Finiels,6368759.211833104,762949.0818392531
commandeur,Le Commandeur,490.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,2.0,6.0,277387,203.0,Bois du Commandeur,6364221.140112799,766738.0837293136
bellecoste,Bellecoste,608.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,2.0,6.0,277400,261.0,Bois de Bellecoste,6365614.25151411,768389.1482253625
cassini,Le Pic Cassini,483.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,2.0,6.0,277400,199.0,Le Pic Cassini,6366624.991474424,766921.2782152722
finiel,Finiels,451.0,SIMILAIRE_COMMUNE,Nom similaire retrouvé dans la commune,2.0,5.0,277400,183.0,Finiels,6368823.126652775,762786.0060681221
cassini,Le Pic Cassini,483.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,2.0,6.0,277400,199.0,Le Pic Cassini,6367190.586370858,766197.6399772663
commandeur,Le Commandeur,490.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,2.0,6.0,277387,203.0,Bois du Commandeur,6364376.508927625,766407.3461873262
cassini,Le Pic Cassini,483.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,2.0,6.0,277400,199.0,Le Pic Cassini,6366966.742158026,767194.0271281508
Piste de ski,Piste de ski,610.0,EXACTE_ZC,Nom exact retrouvé dans la ZC,7.0,6.0,277387,261.0,Bois de Bellecoste,,
Les bouzedes,Les Bouzèdes,509.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,7.0,6.0,277387,212.0,Les Bouzèdes,,
Ambarquadere,,,AUCUNE,Aucun nom similaire retrouvé,7.0,6.0,277387,,,,
Pluviomètre,,,AUCUNE,Aucun nom similaire retrouvé,7.0,6.0,277387,,,,
Pont du tarn,La Plaine du Tarn,492.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,7.0,6.0,277389,204.0,La Plaine du Tarn,,
Montcuq,Montcuq,380.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,7.0,6.0,277387,161.0,Montcuq,,
Vernet,Les Vernets,387.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,7.0,6.0,277387,162.0,Les Vernets,,
Malfreset,Malfrésès,529.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,7.0,6.0,277387,224.0,Malfrésès (Rnes),,
Les courierres,Tourières,518.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,7.0,6.0,277387,219.0,Les Tourrières,,
La pudicine,La Pudissine,576.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,7.0,6.0,277400,247.0,Rau de la Pudissine,,
La marmite,,,AUCUNE,Aucun nom similaire retrouvé,7.0,6.0,277387,,,,
Pont du tarn,La Plaine du Tarn,492.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,7.0,6.0,277387,204.0,La Plaine du Tarn,,
Pont de l’aubaret,,,AUCUNE,Aucun nom similaire retrouvé,7.0,6.0,277387,,,,
Castagnols,Castagnols,557.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,7.0,6.0,277400,238.0,Castagnols,,
Pluviomètre,,,AUCUNE,Aucun nom similaire retrouvé,7.0,6.0,277387,,,,
Masmin,Le Masmin,937.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,7.0,6.0,277387,396.0,Le Masmin,,
Urfruit,Les Urfruits,499.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,7.0,6.0,277387,206.0,Les Urfruits,,
La borie,La Borie (Rnes),531.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,7.0,6.0,277387,225.0,La Borie (Rnes),,
Les bouzedes,Les Bouzèdes,509.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,7.0,6.0,277387,212.0,Les Bouzèdes,,
Espizio,,,AUCUNE,Aucun nom similaire retrouvé,7.0,6.0,277387,,,,
Salariales,Salarial,443.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,18.0,6.0,277400,175.0,Salarial,6302633.887856831,856517.9328374276
Font-Bernard,Font Bernard,478.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,18.0,6.0,277400,196.0,Rau de Font Bernard,,
plan fedio la brousse.,,,AUCUNE,Aucun nom similaire retrouvé,18.0,6.0,277400,,,6363088.279796118,758986.7163411031
mallevriere,Mallevrière,348.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,18.0,6.0,277400,155.0,Rau de Mallevrière,6366804.297875016,744997.4697238165
Finiels,Finiels,451.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,18.0,6.0,277400,183.0,Finiels,6361499.7039479455,755454.2115423715
chazettes,Les Chazettes,282.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,18.0,6.0,277400,134.0,Les Chazettes,,
felgerolle,Felgérolles,437.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,18.0,6.0,277400,171.0,Felgérolles,,
l'hopital,L'Hôpital,436.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,18.0,6.0,277400,170.0,L'Hôpital,,
l'Angerio,,,AUCUNE,Aucun nom similaire retrouvé,18.0,6.0,277400,,,6361489.713083779,755455.0967316993
Louis,,,AUCUNE,Aucun nom similaire retrouvé,18.0,6.0,277378,,,,
Finiels,Finiels,451.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,18.0,6.0,277400,183.0,Finiels,6361491.991023463,755461.4539787835
La bastide,La Bastide,158.0,EXACTE_ZC,Nom exact retrouvé dans la ZC,42.0,6.0,277393,82.0,La Bastide,,
Croix de maître Vidal.les Laubies,,,AUCUNE,Aucun nom similaire retrouvé,42.0,6.0,277399,,,,
La Bastide,La Bastide,158.0,EXACTE_COMMUNE,Nom exact retrouvé dans la commune,42.0,6.0,277399,82.0,La Bastide,,
Les Laubies,Les Laubies,144.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,42.0,6.0,277399,72.0,Les Laubies,,
ZT les Laubies,Les Laubies,144.0,EXACTE_ZC,Nom exact retrouvé dans la ZC,32.0,6.0,277399,72.0,Les Laubies,,
Font Bernard,Font Bernard,478.0,EXACTE_ZC,Nom exact retrouvé dans la ZC,32.0,6.0,277399,196.0,Rau de Font Bernard,6370537.10567105,754167.8247566504
les Laubies,Les Laubies,144.0,EXACTE_COMMUNE,Nom exact retrouvé dans la commune,32.0,6.0,277393,72.0,Les Laubies,6371791.057516821,751763.0857649585
TCA D'ALTEFAGE,Altefage,289.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,24.0,6.0,277400,137.0,ZIC II Altefage Les Trois Fayards,6361477.619873491,755469.5522768148
TCA d'Altefage,Altefage,289.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,24.0,6.0,277400,137.0,ZIC II Altefage Les Trois Fayards,,
La Tour,La Tour,352.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,8.0,6.0,277400,156.0,ZIC IV Bartabelle,6357882.428153304,762236.4210707326
St Maurice,,,AUCUNE,Aucun nom similaire retrouvé,8.0,6.0,277400,,,6358023.085496592,763307.0340811787
la Rouvière,La Rouvière,1578.0,EXACTE_COMMUNE,Nom exact retrouvé dans la commune,8.0,6.0,277404,723.0,ZIC BS La Rouvière,6356307.437061321,760567.7556658855
Le Col du Bougès,Col du Bonnet,513.0,SIMILAIRE_COMMUNE,Nom similaire retrouvé dans la commune,8.0,6.0,277400,216.0,Col du Bonnet,6358276.130604746,760569.5638738321
la tour,La Tour,352.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,8.0,6.0,277400,156.0,ZIC IV Bartabelle,6357959.586533531,761836.047185898
la rouviere,La Rouvière,1578.0,EXACTE_COMMUNE,Nom exact retrouvé dans la commune,8.0,6.0,277404,723.0,ZIC BS La Rouvière,6356318.154931139,760526.9631976197
La Rouvière,La Rouvière,1578.0,EXACTE_COMMUNE,Nom exact retrouvé dans la commune,8.0,6.0,277404,723.0,ZIC BS La Rouvière,6356812.512651923,759708.489745672
cannaries,Canarilles,930.0,SIMILAIRE_ZI,Nom similaire retrouvé dans la ZI,37.0,7.0,277391,394.0,Rav des Canarilles,6354100.504439081,765623.5093966074
le rouve haut,Le Rouve Haut,1486.0,EXACTE_ZI,Nom exact retrouvé dans la ZI,37.0,7.0,277391,691.0,Le Rouve Haut,,
